address_id,address,address2,district,city_id,postal_code,phone,last_update
84,1888 Kabul Drive,,Oyo & Osun,217,20936,7.01457E+11,25.9.14 22:32
85,320 Baiyin Parkway,,Mahajanga,319,37307,2.23665E+11,25.9.14 22:31
86,927 Baha Blanca Parkway,,Krim,479,9495,8.21972E+11,25.9.14 22:33
87,929 Tallahassee Loop,,Gauteng,497,74671,8.00717E+11,25.9.14 22:33
88,125 Citt del Vaticano Boulevard,,Puebla,40,67912,48417642933,25.9.14 22:32
89,1557 Ktahya Boulevard,,England,88,88002,7.20998E+11,25.9.14 22:33
90,870 Ashqelon Loop,,Songkhla,489,84931,1.35117E+11,25.9.14 22:33
91,1740 Portoviejo Avenue,,Sucre,480,29932,1.98123E+11,25.9.14 22:30
92,1942 Ciparay Parkway,,Cheju,113,82624,9.78987E+11,25.9.14 22:33
93,1926 El Alto Avenue,,Buenos Aires,289,75543,8.46225E+11,25.9.14 22:30
94,1952 Chatsworth Drive,,Guangdong,332,25958,9.91562E+11,25.9.14 22:30
95,1370 Le Mans Avenue,,Brunei and Muara,53,52163,3.4568E+11,25.9.14 22:30
96,984 Effon-Alaiye Avenue,,Gois,183,17119,1.32987E+11,25.9.14 22:30
97,832 Nakhon Sawan Manor,,Inner Mongolia,592,49021,2.75596E+11,25.9.14 22:30
98,152 Kitwe Parkway,,Caraga,82,53182,8.35434E+11,25.9.14 22:32
99,1697 Tanauan Lane,,Punjab,399,22870,4764773857,25.9.14 22:31
100,1308 Arecibo Way,,Georgia,41,30695,6171054059,25.9.14 22:33
101,1599 Plock Drive,,Tete,534,71986,8.17249E+11,25.9.14 22:32
102,669 Firozabad Loop,,Abu Dhabi,12,92265,4.12903E+11,25.9.14 22:33
103,588 Vila Velha Manor,,Kyongsangbuk,268,51540,3.3334E+11,25.9.14 22:33
104,1913 Kamakura Place,,Lipetsk,238,97287,9.42571E+11,25.9.14 22:32
105,733 Mandaluyong Place,,Asir,2,77459,1.96568E+11,25.9.14 22:32
106,659 Vaduz Drive,,Ha Darom,34,49708,7.09935E+11,25.9.14 22:31
107,1177 Jelets Way,,Kwara & Kogi,220,3305,4.84293E+11,25.9.14 22:32
108,1386 Yangor Avenue,,Provence-Alpes-Cte,543,80720,4.49216E+11,25.9.14 22:31
109,454 Nakhon Sawan Boulevard,,Funafuti,173,76383,9.63887E+11,25.9.14 22:33
110,1867 San Juan Bautista Tuxtepec Avenue,,Ivanovo,225,78311,5.47003E+11,25.9.14 22:32
111,1532 Dzerzinsk Way,,Buenos Aires,334,9599,3.30838E+11,25.9.14 22:30
112,1002 Ahmadnagar Manor,,Mxico,213,93026,3.71491E+11,25.9.14 22:32
113,682 Junan Way,,North West,273,30418,6.22255E+11,25.9.14 22:33
114,804 Elista Drive,,Hubei,159,61069,3.79805E+11,25.9.14 22:30
115,1378 Alvorada Avenue,,Distrito Federal,102,75834,2.72234E+11,25.9.14 22:34
116,793 Cam Ranh Avenue,,California,292,87057,8.24371E+11,25.9.14 22:33
117,1079 Tel Aviv-Jaffa Boulevard,,Sucre,132,10885,3.58179E+11,25.9.14 22:34
118,442 Rae Bareli Place,,Nordrhein-Westfalen,148,24321,8.86636E+11,25.9.14 22:31
119,1107 Nakhon Sawan Avenue,,Mxico,365,75149,8.67547E+11,25.9.14 22:32
120,544 Malm Parkway,,Central Java,403,63502,3.8676E+11,25.9.14 22:31
121,1967 Sincelejo Place,,Gujarat,176,73644,5.77813E+11,25.9.14 22:31
122,333 Goinia Way,,Texas,185,78625,9.09029E+11,25.9.14 22:33
123,1987 Coacalco de Berriozbal Loop,,al-Qalyubiya,476,96065,7.87654E+11,25.9.14 22:30
124,241 Mosul Lane,,Risaralda,147,76157,7.65345E+11,25.9.14 22:30
125,211 Chiayi Drive,,Uttar Pradesh,164,58186,6.65994E+11,25.9.14 22:31
126,1175 Tanauan Way,,Lima,305,64615,9.37223E+11,25.9.14 22:32
127,117 Boa Vista Way,,Uttar Pradesh,566,6804,6.77976E+11,25.9.14 22:31
128,848 Tafuna Manor,,Ktahya,281,45142,6.14935E+11,25.9.14 22:33
129,569 Baicheng Lane,,Gauteng,85,60304,4.90212E+11,25.9.14 22:33
130,1666 Qomsheh Drive,,So Paulo,410,66255,5.82835E+11,25.9.14 22:30
131,801 Hagonoy Drive,,Smolensk,484,8439,2.37426E+11,25.9.14 22:32
132,1050 Garden Grove Avenue,,Slaskie,236,4999,9.73047E+11,25.9.14 22:32
133,1854 Tieli Street,,Shandong,302,15819,5.09492E+11,25.9.14 22:30
134,758 Junan Lane,,Gois,190,82639,9.35449E+11,25.9.14 22:30
135,1752 So Leopoldo Parkway,,Taka-Karpatia,345,14014,2.52265E+11,25.9.14 22:33
136,898 Belm Manor,,Free State,87,49757,7.07169E+11,25.9.14 22:33
137,261 Saint Louis Way,,Coahuila de Zaragoza,541,83401,3.21944E+11,25.9.14 22:32
138,765 Southampton Drive,,al-Qalyubiya,421,4285,23712411567,25.9.14 22:30
139,943 Johannesburg Avenue,,Maharashtra,417,5892,90921003005,25.9.14 22:31
140,788 Atinsk Street,,Karnataka,211,81691,1.46498E+11,25.9.14 22:31
141,1749 Daxian Place,,Gelderland,29,11044,9.6337E+11,25.9.14 22:32
142,1587 Sullana Lane,,Inner Mongolia,207,85769,4.6806E+11,25.9.14 22:30
143,1029 Dzerzinsk Manor,,Ynlin,542,57519,33173584456,25.9.14 22:33
144,1666 Beni-Mellal Place,,Tennessee,123,13377,9099941466,25.9.14 22:33
145,928 Jaffna Loop,,Hiroshima,172,93762,5.81852E+11,25.9.14 22:31
146,483 Ljubertsy Parkway,,Scotland,149,60562,5.81174E+11,25.9.14 22:33
147,374 Bat Yam Boulevard,,Kilis,266,97700,9.23262E+11,25.9.14 22:33
148,1027 Songkhla Manor,,Minsk,340,30861,5.6366E+11,25.9.14 22:30
149,999 Sanaa Loop,,Gauteng,491,3439,9.18032E+11,25.9.14 22:33
150,879 Newcastle Way,,Michigan,499,90732,2.06841E+11,25.9.14 22:34
151,1337 Lincoln Parkway,,Saitama,555,99457,5.97815E+11,25.9.14 22:31
152,1952 Pune Lane,,Saint-Denis,442,92150,3.54615E+11,25.9.14 22:32
153,782 Mosul Street,,Massachusetts,94,25545,8.859E+11,25.9.14 22:33
154,781 Shimonoseki Drive,,Michoacn de Ocampo,202,95444,6.32316E+11,25.9.14 22:32
155,1560 Jelets Boulevard,,Shandong,291,77777,1.89446E+11,25.9.14 22:30
156,1963 Moscow Place,,Assam,354,64863,7.61379E+11,25.9.14 22:31
157,456 Escobar Way,,Jakarta Raya,232,36061,7.19203E+11,25.9.14 22:31
158,798 Cianjur Avenue,,Shanxi,590,76990,4.99409E+11,25.9.14 22:30
159,185 Novi Sad Place,,Bern,72,41778,9.04254E+11,25.9.14 22:33
160,1367 Yantai Manor,,Ondo & Ekiti,381,21294,8.89538E+11,25.9.14 22:32
161,1386 Nakhon Sawan Boulevard,,Pyongyang-si,420,53502,3.68899E+11,25.9.14 22:32
162,369 Papeete Way,,North Carolina,187,66639,1.70117E+11,25.9.14 22:33
163,1440 Compton Place,,North Austria,307,81037,9.3106E+11,25.9.14 22:30
164,1623 Baha Blanca Manor,,Moskova,310,81511,1.49981E+11,25.9.14 22:32
165,97 Shimoga Avenue,,Tel Aviv,533,44660,1.77167E+11,25.9.14 22:31
166,1740 Le Mans Loop,,Pays de la Loire,297,22853,1.68477E+11,25.9.14 22:31
167,1287 Xiangfan Boulevard,,Gifu,253,57844,8.19416E+11,25.9.14 22:31
168,842 Salzburg Lane,,Adana,529,3313,6.97151E+11,25.9.14 22:33
169,154 Tallahassee Loop,,Xinxiang,199,62250,9.35509E+11,25.9.14 22:30
170,710 San Felipe del Progreso Avenue,,Lilongwe,304,76901,8.43801E+11,25.9.14 22:31
171,1540 Wroclaw Drive,,Maharashtra,107,62686,1.82363E+11,25.9.14 22:31
172,475 Atinsk Way,,Gansu,240,59571,2.01706E+11,25.9.14 22:30
173,1294 Firozabad Drive,,Jiangxi,407,70618,1.61802E+11,25.9.14 22:30
174,1877 Ezhou Lane,,Rajasthan,550,63337,2.64542E+11,25.9.14 22:31
175,316 Uruapan Street,,Perak,223,58194,2.75789E+11,25.9.14 22:31
176,29 Pyongyang Loop,,Batman,58,47753,7.34781E+11,25.9.14 22:33
177,1010 Klerksdorp Way,,Steiermark,186,6802,4.93009E+11,25.9.14 22:30
178,1848 Salala Boulevard,,Miranda,373,25220,48265851133,25.9.14 22:34
179,431 Xiangtan Avenue,,Kerala,18,4854,2.30251E+11,25.9.14 22:31
180,757 Rustenburg Avenue,,Skikda,483,89668,5.06134E+11,25.9.14 22:30
181,146 Johannesburg Way,,Tamaulipas,330,54132,9.53689E+11,25.9.14 22:32
182,1891 Rizhao Boulevard,,So Paulo,456,47288,3.91066E+11,25.9.14 22:30
183,1089 Iwatsuki Avenue,,Kirov,270,35109,8.66092E+11,25.9.14 22:32
184,1410 Benin City Parkway,,Risaralda,405,29747,1.0415E+11,25.9.14 22:30
185,682 Garden Grove Place,,Tennessee,333,67497,72136330362,25.9.14 22:33
186,533 al-Ayn Boulevard,,California,126,8862,6.62227E+11,25.9.14 22:33
187,1839 Szkesfehrvr Parkway,,Gois,317,55709,9.47469E+11,25.9.14 22:30
188,741 Ambattur Manor,,Noord-Brabant,438,43310,3.0259E+11,25.9.14 22:32
189,927 Barcelona Street,,Chaharmahal va Bakht,467,65121,9.51486E+11,25.9.14 22:31
190,435 0 Way,,West Bengali,195,74750,7.60172E+11,25.9.14 22:31
191,140 Chiayi Parkway,,Sumy,506,38982,8.55864E+11,25.9.14 22:33
192,1166 Changhwa Street,,Caraga,62,58852,6.50752E+11,25.9.14 22:32
193,891 Novi Sad Manor,,Ontario,383,5379,2.47647E+11,25.9.14 22:30
194,605 Rio Claro Parkway,,Tabora,513,49348,3.52469E+11,25.9.14 22:33
195,1077 San Felipe de Puerto Plata Place,,Rostov-na-Donu,369,65387,8.12824E+11,25.9.14 22:32
196,9 San Miguel de Tucumn Manor,,Uttar Pradesh,169,90845,9.56189E+11,25.9.14 22:31
197,447 Surakarta Loop,,Nyanza,271,10428,9.4083E+11,25.9.14 22:31
198,345 Oshawa Boulevard,,Tokyo-to,204,32114,1.04491E+11,25.9.14 22:31
199,1792 Valle de la Pascua Place,,Nordrhein-Westfalen,477,15540,4.1942E+11,25.9.14 22:31
200,1074 Binzhou Manor,,Baden-Wrttemberg,325,36490,3.31133E+11,25.9.14 22:31
201,817 Bradford Loop,,Jiangsu,109,89459,2.64286E+11,25.9.14 22:30
202,955 Bamenda Way,,Ondo & Ekiti,218,1545,7.68482E+11,25.9.14 22:32
203,1149 A Corua (La Corua) Boulevard,,Haiphong,194,95824,4.70884E+11,25.9.14 22:34
204,387 Mwene-Ditu Drive,,Ahal,35,8073,7.64478E+11,25.9.14 22:33
205,68 Molodetno Manor,,Nordrhein-Westfalen,575,4662,1.46641E+11,25.9.14 22:31
206,642 Nador Drive,,Maharashtra,77,3924,3.6905E+11,25.9.14 22:31
207,1688 Nador Lane,,Sulawesi Utara,184,61613,6.52218E+11,25.9.14 22:31
208,1215 Pyongyang Parkway,,Usak,557,25238,6.46237E+11,25.9.14 22:33
209,1679 Antofagasta Street,,Alto Paran,122,86599,9.05904E+11,25.9.14 22:32
210,1304 s-Hertogenbosch Way,,Santa Catarina,83,10925,90336226227,25.9.14 22:30
211,850 Salala Loop,,Kitaa,371,10800,4.03405E+11,25.9.14 22:31
212,624 Oshawa Boulevard,,West Bengali,51,89959,49677664184,25.9.14 22:31
213,43 Dadu Avenue,,Rajasthan,74,4855,95666951770,25.9.14 22:31
214,751 Lima Loop,,Aden,7,99405,7.5646E+11,25.9.14 22:34
215,1333 Haldia Street,,Jilin,174,82161,4.08304E+11,25.9.14 22:30
216,660 Jedda Boulevard,,Washington,65,25053,1.68758E+11,25.9.14 22:33
217,1001 Miyakonojo Lane,,Taizz,518,67924,5.84317E+11,25.9.14 22:34
218,226 Brest Manor,,California,508,2299,7.85881E+11,25.9.14 22:34
219,1229 Valencia Parkway,,Haskovo,498,99124,3.52679E+11,25.9.14 22:30
220,1201 Qomsheh Manor,,Gois,28,21464,8.73492E+11,25.9.14 22:30
221,866 Shivapuri Manor,,Uttar Pradesh,448,22474,7.78503E+11,25.9.14 22:31
222,1168 Najafabad Parkway,,Kabol,251,40301,8.86649E+11,25.9.14 22:29
223,1244 Allappuzha (Alleppey) Place,,Buenos Aires,567,20657,9.91803E+11,25.9.14 22:30
224,1842 Luzinia Boulevard,,Zanzibar West,593,94420,7.06879E+11,25.9.14 22:33
225,1926 Gingoog Street,,Sisilia,511,22824,4.69739E+11,25.9.14 22:31
226,810 Palghat (Palakkad) Boulevard,,Jaroslavl,235,73431,5.16331E+11,25.9.14 22:32
227,1820 Maring Parkway,,Punjab,324,88307,99760893676,25.9.14 22:32
228,60 Poos de Caldas Street,,Rajasthan,243,82338,9.63064E+11,25.9.14 22:31
229,1014 Loja Manor,,Tamil Nadu,22,66851,4.60796E+11,25.9.14 22:31
230,201 Effon-Alaiye Way,,Asuncin,37,64344,6.84193E+11,25.9.14 22:32
231,430 Alessandria Loop,,Saarland,439,47446,6.69828E+11,25.9.14 22:31
232,754 Valencia Place,,Phnom Penh,406,87911,5.94319E+11,25.9.14 22:30
233,356 Olomouc Manor,,Gois,26,93323,22326410776,25.9.14 22:30
234,1256 Bislig Boulevard,,Botosani,86,50598,4.79007E+11,25.9.14 22:32
235,954 Kimchon Place,,West Bengali,559,42420,5.41328E+11,25.9.14 22:31
236,885 Yingkou Manor,,Kaduna,596,31390,5.88965E+11,25.9.14 22:32
237,1736 Cavite Place,,Qina,216,98775,4.31771E+11,25.9.14 22:30
238,346 Skikda Parkway,,Hawalli,233,90628,6.30424E+11,25.9.14 22:31
239,98 Stara Zagora Boulevard,,Valle,96,76448,6.10174E+11,25.9.14 22:30
240,1479 Rustenburg Boulevard,,Southern Tagalog,527,18727,7.27785E+11,25.9.14 22:32
241,647 A Corua (La Corua) Street,,Chollanam,357,36971,7.92557E+11,25.9.14 22:33
242,1964 Gijn Manor,,Karnataka,473,14408,9.1812E+11,25.9.14 22:31
243,47 Syktyvkar Lane,,West Java,118,22236,63937119031,25.9.14 22:31
244,1148 Saarbrcken Parkway,,Fukushima,226,1921,1.37773E+11,25.9.14 22:31
245,1103 Bilbays Parkway,,Hubei,578,87660,2.7998E+11,25.9.14 22:30
246,1246 Boksburg Parkway,,Hebei,422,28349,8.90284E+11,25.9.14 22:30
247,1483 Pathankot Street,,Tucumn,454,37288,6.86016E+11,25.9.14 22:30
248,582 Papeete Loop,,Central Visayas,294,27722,5.69869E+11,25.9.14 22:32
249,300 Junan Street,,Kyonggi,553,81314,8.90289E+11,25.9.14 22:33
250,829 Grand Prairie Way,,Paran,328,6461,7.41071E+11,25.9.14 22:30
251,1473 Changhwa Parkway,,Mxico,124,75933,2.66798E+11,25.9.14 22:32
252,1309 Weifang Street,,Florida,520,57338,4.35785E+11,25.9.14 22:34
253,1760 Oshawa Manor,,Tianjin,535,38140,56257502250,25.9.14 22:30
254,786 Stara Zagora Way,,Oyo & Osun,390,98332,7.16257E+11,25.9.14 22:32
255,1966 Tonghae Street,,Anhalt Sachsen,198,36481,5.67359E+11,25.9.14 22:31
256,1497 Yuzhou Drive,,England,312,3433,2.4681E+11,25.9.14 22:33
258,752 Ondo Loop,,Miyazaki,338,32474,1.34674E+11,25.9.14 22:31
259,1338 Zalantun Lane,,Minas Gerais,413,45403,8.40523E+11,25.9.14 22:30
260,127 Iwakuni Boulevard,,Central Luzon,192,20777,9.87443E+11,25.9.14 22:32
261,51 Laredo Avenue,,Sagaing,342,68146,8.84537E+11,25.9.14 22:32
262,771 Yaound Manor,,Sofala,64,86768,2.45478E+11,25.9.14 22:32
263,532 Toulon Street,,Santiago,460,69517,46871694740,25.9.14 22:30
264,1027 Banjul Place,,West Bengali,197,50390,5.38241E+11,25.9.14 22:31
265,1158 Mandi Bahauddin Parkway,,Shanxi,136,98484,2.76556E+11,25.9.14 22:30
266,862 Xintai Lane,,Cagayan Valley,548,30065,2.65153E+11,25.9.14 22:32
267,816 Cayenne Parkway,,Manab,414,93629,2.82875E+11,25.9.14 22:30
268,1831 Nam Dinh Loop,,National Capital Reg,323,51990,3.22889E+11,25.9.14 22:32
269,446 Kirovo-Tepetsk Lane,,Osaka,203,19428,3.03967E+11,25.9.14 22:31
270,682 Halisahar Place,,Severn Morava,378,20536,4.75553E+11,25.9.14 22:30
271,1587 Loja Manor,,Salzburg,447,5410,6.21625E+11,25.9.14 22:30
272,1762 Paarl Parkway,,Hunan,298,53928,1.9246E+11,25.9.14 22:30
273,1519 Ilorin Place,,Kerala,395,49298,3.57446E+11,25.9.14 22:31
274,920 Kumbakonam Loop,,California,446,75090,6.85011E+11,25.9.14 22:34
275,906 Goinia Way,,Wielkopolskie,255,83565,7.01768E+11,25.9.14 22:32
276,1675 Xiangfan Manor,,Tamil Nadu,283,11763,2.7115E+11,25.9.14 22:31
277,85 San Felipe de Puerto Plata Drive,,Shandong,584,46063,1.7074E+11,25.9.14 22:30
278,144 South Hill Loop,,Guanajuato,445,2012,45387294817,25.9.14 22:32
279,1884 Shikarpur Avenue,,Haryana,263,85548,9.59949E+11,25.9.14 22:31
280,1980 Kamjanets-Podilskyi Street,,Illinois,404,89502,8.74337E+11,25.9.14 22:33
281,1944 Bamenda Way,,Michigan,573,24645,75975221996,25.9.14 22:34
282,556 Baybay Manor,,Oyo & Osun,374,55802,3.63982E+11,25.9.14 22:32
283,457 Tongliao Loop,,Bursa,222,56254,8.80756E+11,25.9.14 22:33
284,600 Bradford Street,,East Azerbaidzan,514,96204,1.17592E+11,25.9.14 22:31
285,1006 Santa Brbara dOeste Manor,,Ondo & Ekiti,389,36229,85059738746,25.9.14 22:32
286,1308 Sumy Loop,,Fujian,175,30657,5.83021E+11,25.9.14 22:30
287,1405 Chisinau Place,,Ponce,411,8160,62781725285,25.9.14 22:32
288,226 Halifax Street,,Xinxiang,277,58492,7.90651E+11,25.9.14 22:30
289,1279 Udine Parkway,,Edo & Delta,69,75860,1.95004E+11,25.9.14 22:32
290,1336 Benin City Drive,,Shiga,386,46044,3.41243E+11,25.9.14 22:31
291,1155 Liaocheng Place,,Oyo & Osun,152,22650,5.58236E+11,25.9.14 22:32
292,1993 Tabuk Lane,,Tamil Nadu,522,64221,6.48482E+11,25.9.14 22:31
293,86 Higashiosaka Lane,,Guanajuato,563,33768,9.57129E+11,25.9.14 22:32
294,1912 Allende Manor,,Kowloon and New Kowl,279,58124,1.72262E+11,25.9.14 22:31
295,544 Tarsus Boulevard,,Gurico,562,53145,892523334,25.9.14 22:34
296,1936 Cuman Avenue,,Virginia,433,61195,9.76799E+11,25.9.14 22:33
297,1192 Tongliao Street,,Sharja,470,19065,3.50971E+11,25.9.14 22:33
298,44 Najafabad Way,,Baskimaa,146,61391,96604821070,25.9.14 22:33
299,32 Pudukkottai Lane,,Ohio,140,38834,9.67275E+11,25.9.14 22:33
300,661 Chisinau Lane,,Pietari,274,8856,8.16436E+11,25.9.14 22:32
301,951 Stara Zagora Manor,,Punjab,400,98573,4.29926E+11,25.9.14 22:31
302,922 Vila Velha Loop,,Maharashtra,9,4085,5.10737E+11,25.9.14 22:31
303,898 Jining Lane,,Pohjois-Pohjanmaa,387,40070,1.61643E+11,25.9.14 22:31
304,1635 Kuwana Boulevard,,Hiroshima,205,52137,7.10604E+11,25.9.14 22:31
305,41 El Alto Parkway,,Maharashtra,398,56883,51917807050,25.9.14 22:31
306,1883 Maikop Lane,,Kaliningrad,254,68469,96110042435,25.9.14 22:32
307,1908 Gaziantep Place,,Liaoning,536,58979,1.08054E+11,25.9.14 22:30
308,687 Alessandria Parkway,,Sanaa,455,57587,4.07219E+11,25.9.14 22:34
309,827 Yuncheng Drive,,Callao,99,79047,5.04434E+11,25.9.14 22:32
310,913 Coacalco de Berriozbal Loop,,Texas,33,42141,2.62088E+11,25.9.14 22:33
311,715 So Bernardo do Campo Lane,,Kedah,507,84804,1.81179E+11,25.9.14 22:32
312,1354 Siegen Street,,Rio de Janeiro,25,80184,5.73442E+11,25.9.14 22:30
313,1191 Sungai Petani Boulevard,,Missouri,262,9668,9.8326E+11,25.9.14 22:33
314,1224 Huejutla de Reyes Boulevard,,Lombardia,91,70923,8.06017E+11,25.9.14 22:31
315,543 Bergamo Avenue,,Minas Gerais,215,59686,1.03602E+11,25.9.14 22:30
316,746 Joliet Lane,,Kursk,286,94878,6.88485E+11,25.9.14 22:32
